Abbau|NN	-0.058	Abbaus,Abbaues,Abbauen,Abbaue
gebrechlich|ADJX	-0.0048	gebrechliche,gebrechlichstem,gebrechlichsten,gebrechlichst,gebrechlichster,gebrechlichstes,gebrechlicherem,gebrechlichem,gebrechlichere,gebrechlichen,gebrechlichste,gebrechlicheren,gebrechliches,gebrechlicherer,gebrechlicheres,gebrechlicher
gedankenlos|ADJX	-0.0048	gedankenlosem,gedankenloseste,gedankenloses,gedankenlosesten,gedankenloser,gedankenlosest,gedankenlosestes,gedankenlosester,gedankenlosen,gedankenloserem,gedankenloseren,gedankenlosestem,gedankenlosere,gedankenloserer,gedankenloseres,gedankenlose
gedrängt|ADJX	-0.0048	gedrängtstem,gedrängtsten,gedrängtere,gedrängter,gedrängtes,gedrängteren,gedrängten,gedrängterem,gedrängtst,gedrängte,gedrängterer,gedrängtem,gedrängteres,gedrängtster,gedrängtste,gedrängtstes
gefährden|VVINF	-0.5006	gefährdte,gefährdtest,gefährdetest,gefährdten,gefährdetet,gefährde,gefährdete,gefährdest,gefährd,gefährdet,gefährdeten,gefährdtet
gefährlich|ADJX	-0.6366	gefährlicher,gefährlicherer,gefährliches,gefährlicheres,gefährlichem,gefährlichst,gefährlichen,gefährlichste,gefährliche,gefährlichstem,gefährlichsten,gefährlicheren,gefährlichster,gefährlichere,gefährlicherem,gefährlichstes
gehandicapt|ADJX	-0.0048	gehandicaptem,gehandicapten,gehandicapter,gehandicaptes,gehandicapterer,gehandicaptestes,gehandicapteres,gehandicaptester,gehandicapte,gehandicaptesten,gehandicapteste,gehandicaptere,gehandicaptest,gehandicaptestem,gehandicapterem,gehandicapteren
gehässig|ADJX	-0.1821	gehässigeren,gehässigere,gehässigerem,gehässigstem,gehässigsten,gehässigste,gehässigster,gehässigstes,gehässige,gehässigen,gehässigeres,gehässigst,gehässigem,gehässigerer,gehässiger,gehässiges
geisteskrank|ADJX	-0.0048	geisteskrankere,geisteskrankster,geisteskrankeres,geisteskrankes,geisteskranker,geisteskranke,geisteskrankste,geisteskrankstes,geisteskrankst,geisteskrankerem,geisteskrankeren,geisteskranksten,geisteskranken,geisteskrankstem,geisteskrankem,geisteskrankerer
geistlos|ADJX	-0.0048	geistlosem,geistlosest,geistlosen,geistlosestem,geistlosesten,geistlosere,geistlosester,geistlose,geistloserer,geistloseres,geistlosestes,geistloseren,geistloseste,geistloserem,geistloses,geistloser
gekränkt|ADJX	-0.453	gekränkteren,gekränkte,gekränkterem,gekränkter,gekränktester,gekränktest,gekränktes,gekränkten,gekränktestes,gekränktem,gekränktere,gekränkteres,gekränkterer,gekränktesten,gekränkteste,gekränktestem
gelähmt|ADJX	-0.3308	gelähmter,gelähmtes,gelähmterem,gelähmtem,gelähmteren,gelähmten,gelähmtere,gelähmtste,gelähmte,gelähmtstes,gelähmtst,gelähmterer,gelähmtster,gelähmtstem,gelähmtsten,gelähmteres
gemein|ADJX	-0.7203	gemeinstem,gemeinsten,gemeinstes,gemeinst,gemeinster,gemeinere,gemeine,gemeinste,gemeineren,gemeines,gemeiner,gemeinerem,gemeineres,gemeinerer,gemeinem,gemeinen
genervt|ADJX	-0.0237	genervtesten,genervteste,genervtestem,genervtestes,genervtester,genervte,genervtere,genervtes,genervter,genervterem,genervteren,genervtest,genervten,genervtem,genervterer,genervteres
gering|ADJX	-0.6621	geringes,geringer,geringerer,geringstem,geringeres,geringen,geringsten,geringem,geringste,geringeren,geringst,geringstes,geringster,geringerem,geringere,geringe
geringwertig|ADJX	-0.0048	geringwertigerer,geringwertigeres,geringwertigeren,geringwertigerem,geringwertigste,geringwertigst,geringwertigster,geringwertigstes,geringwertigen,geringwertigem,geringwertige,geringwertigsten,geringwertiges,geringwertiger,geringwertigere,geringwertigstem
geschmacklos|ADJX	-0.3212	geschmackloses,geschmacklosere,geschmacklose,geschmacklosem,geschmacklosen,geschmackloseste,geschmackloser,geschmackloserem,geschmacklosest,geschmackloseren,geschmacklosestes,geschmackloserer,geschmackloseres,geschmacklosester,geschmacklosestem,geschmacklosesten
gestreßt|ADJX	-0.3128
gewaltsam|ADJX	-0.0048	gewaltsamer,gewaltsamstem,gewaltsamsten,gewaltsames,gewaltsamere,gewaltsamste,gewaltsamen,gewaltsamster,gewaltsamstes,gewaltsamem,gewaltsame,gewaltsameres,gewaltsamerer,gewaltsameren,gewaltsamerem,gewaltsamst
gewalttätig|ADJX	-0.3409	gewalttätigster,gewalttätigstes,gewalttätigerem,gewalttätigerer,gewalttätigeres,gewalttätigen,gewalttätigem,gewalttätigeren,gewalttätiger,gewalttätigere,gewalttätige,gewalttätiges,gewalttätigsten,gewalttätigste,gewalttätigstem,gewalttätigst
geärgert|ADJX	-0.1846
giftig|ADJX	-0.3378	giftigste,giftiger,giftiges,giftigem,giftigen,giftigere,giftigerem,giftigstem,giftigeren,giftigstes,giftigeres,giftigster,giftigerer,giftigst,giftigsten,giftige
glanzlos|ADJX	-0.3133	glanzlosere,glanzlosen,glanzloseres,glanzlosem,glanzloserer,glanzlosst,glanzloses,glanzloser,glanzlosste,glanzlose,glanzloseren,glanzloserem,glanzlossten,glanzlosstem,glanzlosstes,glanzlosster
gleichgültig|ADJX	-0.3436	gleichgültigstes,gleichgültigst,gleichgültigeres,gleichgültigster,gleichgültigerer,gleichgültigstem,gleichgültigsten,gleichgültigere,gleichgültigeren,gleichgültigste,gleichgültigerem,gleichgültige,gleichgültiger,gleichgültiges,gleichgültigem,gleichgültigen
glücklos|ADJX	-0.3147	glücklose,glücklosest,glücklosesten,glückloser,glückloses,glücklosestem,glücklosen,glücklosem,glücklosere,glückloserem,glückloseste,glückloseren,glücklosestes,glücklosester,glückloseres,glückloserer
gnadenlos|ADJX	-0.6033	gnadenlosester,gnadenlosestes,gnadenlosest,gnadenlosesten,gnadenlosestem,gnadenlose,gnadenloser,gnadenloses,gnadenloseres,gnadenlosere,gnadenloseste,gnadenloserer,gnadenlosen,gnadenloserem,gnadenlosem,gnadenloseren
grau|ADJX	-0.336	grauem,grauste,graustem,graueren,grausten,grauerem,graustes,grauster,graues,grauer,grauere,grauestem,graueres,grauerer,graust,grauen,graue,grauest,grauesten,grauester,grauestes,graueste
grauen|VVINF	-0.0048	grauest,graue,graut,grau,grauten,grautest,grauet,gegraut,grautet,graute,graust
grauenhaft|ADJX	-0.184	grauenhaften,grauenhafteres,grauenhaftere,grauenhafterer,grauenhaftestem,grauenhafter,grauenhaftes,grauenhafte,grauenhafterem,grauenhaftem,grauenhafteren,grauenhafteste,grauenhaftest,grauenhaftesten,grauenhaftestes,grauenhaftester
grauenvoll|ADJX	-0.3238	grauenvolles,grauenvoller,grauenvollst,grauenvollen,grauenvollstes,grauenvollem,grauenvollere,grauenvollster,grauenvolleres,grauenvolle,grauenvollsten,grauenvollstem,grauenvollerer,grauenvollste,grauenvolleren,grauenvollerem
grausam|ADJX	-0.625	grausameren,grausamen,grausamem,grausamerem,grausames,grausamer,grausamere,grausamst,grausamerer,grausameres,grausame,grausamsten,grausamstem,grausamstes,grausamster,grausamste
grausig|ADJX	-0.1777	grausigstem,grausigsten,grausiges,grausigst,grausigeren,grausigeres,grausigerer,grausigste,grausigstes,grausigster,grausigen,grausigere,grausigem,grausige,grausiger,grausigerem
grenzdebil|ADJX	-0.0048
grimmig|ADJX	-0.3295	grimmigen,grimmigst,grimmigem,grimmige,grimmiger,grimmiges,grimmigere,grimmigstes,grimmigster,grimmigstem,grimmigeren,grimmigerem,grimmigsten,grimmigeres,grimmigste,grimmigerer
grob|ADJX	-0.3495	gröbster,gröbstes,gröbsten,gröbstem,grobe,gröbst,gröbere,gröberes,gröberer,gröbste,gröber,gröberen,gröberem,grobem,groben,grober,grobes
groggy|ADJX	-0.0048	groggyerer,groggyes,groggyer,groggyste,groggyeren,groggyerem,groggyst,groggystes,groggye,groggyster,groggyere,groggystem,groggysten,groggyem,groggyen,groggyeres
grotesk|ADJX	-0.3318	groteskeres,groteskem,grotesken,groteskesten,groteskerem,groteskeren,groteskeste,grotesker,groteskes,groteskestem,groteskester,groteskestes,groteskere,groteskerer,groteske,groteskest
grottenschlecht|ADJX	-0.3089
grottenübel|ADJX	-0.0048
gruselig|ADJX	-0.0048	gruseligere,gruseligst,gruseligerem,gruselige,gruseligeren,gruseligem,gruseligen,gruseligstem,gruseligsten,gruseligeres,gruseligerer,gruseliger,gruseligster,gruseliges,gruseligste,gruseligstes
grässlich|ADJX	-0.0395
gräßlich|ADJX	-0.4529	gräßlicher,gräßliches,gräßlichem,gräßlichen,gräßliche,gräßlicheres,gräßlicherer,gräßlicheren,gräßlichstes,gräßlichster,gräßlicherem,gräßlichstem,gräßlichsten,gräßlichere,gräßlichst,gräßlichste
haarig|ADJX	-0.0351	haarigere,haarige,haariger,haarigeren,haarigstes,haarigerem,haarigst,haarigster,haariges,haarigen,haarigstem,haarigem,haarigsten,haarigste,haarigerer,haarigeres
haarsträubend|ADJX	-0.4637	haarsträubendster,haarsträubenderer,haarsträubendstem,haarsträubendsten,haarsträubenderes,haarsträubendste,haarsträubenderen,haarsträubenderem,haarsträubendem,haarsträubenden,haarsträubendere,haarsträubendst,haarsträubendstes,haarsträubende,haarsträubendes,haarsträubender
habgierig|ADJX	-0.3059	habgierigst,habgierigsten,habgierigem,habgierigen,habgierigerem,habgierigster,habgierigeren,habgierigstes,habgierigstem,habgierigere,habgierigeres,habgierigerer,habgieriges,habgieriger,habgierigste,habgierige
halbfertig|ADJX	-0.0048	halbfertigste,halbfertigen,halbfertigem,halbfertigst,halbfertiges,halbfertiger,halbfertigerem,halbfertigsten,halbfertigere,halbfertigstes,halbfertigster,halbfertigeren,halbfertigeres,halbfertige,halbfertigerer,halbfertigstem
happig|ADJX	-0.0256	happiges,happiger,happigste,happigen,happigst,happigerer,happigeres,happigeren,happigerem,happigere,happigem,happigstem,happigsten,happigster,happigstes,happige
harsch|ADJX	-0.0048	harschstes,harschster,harschestem,harscheste,harschsten,harschstem,harschere,harschst,harscheres,harschem,harsche,harscherer,harschste,harschester,harschestes,harscher,harsches,harschesten,harschest,harschen,harscherem,harscheren
hart|ADJX	-0.1483	hartes,harter,härtere,härtest,härtester,härter,härtestes,hartem,härteste,härtestem,härtesten,harten,harte,härterer,härteres,härteren,härterem
hartnäckig|ADJX	-0.1956	hartnäckigstes,hartnäckigster,hartnäckigste,hartnäckigerem,hartnäckigstem,hartnäckigsten,hartnäckigeren,hartnäckiges,hartnäckiger,hartnäckigere,hartnäckigst,hartnäckigen,hartnäckigem,hartnäckigeres,hartnäckigerer,hartnäckige
hassen|VVINF	-0.054	hasstet,hass,gehasst,hasstest,hasse,hasset,hassest,hasst,hassten,hasste
heftig|ADJX	-0.1819	heftigst,heftige,heftigste,heftigeren,heftigerem,heftigster,heftigem,heftigen,heftigsten,heftigere,heftigstem,heftiger,heftiges,heftigerer,heftigstes,heftigeres
heikel|ADJX	-0.0048	heikelstes,heikelster,heikelsten,heikelste,heikelst,heikler,heikles,heiklere,heikleres,heikle,heikelstem,heiklerer,heiklem,heiklen,heiklerem,heikleren
heillos|ADJX	-0.0048	heilloser,heilloses,heillosem,heillosen,heilloseste,heillosesten,heillosestem,heillosere,heillose,heillosest,heilloserem,heillosester,heilloseren,heillosestes,heilloseres,heilloserer
heimsuchen|VVINF	-0.3228	heimsuchtest,heimsuchten,heimsuch,heimgesucht,heimsuchte,heimsucht,heimsuchst,heimsuchtet,heimsuchet,heimsuchest,heimsuche
heimtückisch|ADJX	-0.3241	heimtückischen,heimtückischem,heimtückischere,heimtückisches,heimtückischer,heimtückischeren,heimtückische,heimtückischerem,heimtückischeres,heimtückischerer,heimtückischst,heimtückischstes,heimtückischster,heimtückischste,heimtückischstem,heimtückischsten
heimzahlen|VVINF	-0.0371	heimzahlte,heimzahlst,heimgezahlt,heimzahltet,heimzahltest,heimzahlest,heimzahlten,heimzahl,heimzahle,heimzahlt,heimzahlet
hektisch|ADJX	-0.0396	hektischste,hektischeres,hektischem,hektischsten,hektischen,hektischstem,hektischeren,hektischere,hektischerem,hektischst,hektisches,hektischer,hektischerer,hektischster,hektischstes,hektische
hemmen|VVINF	-0.1953	hemmest,gehemmt,hemmtest,hemmst,hemme,hemmten,hemmet,hemmte,hemmt,hemmtet,hemm
herabsetzen|VVINF	-0.3199	herabsetzest,herabsetz,herabgesetzt,herabsetzten,herabsetze,herabsetzt,herabsetztet,herabsetztest,herabsetzet,herabsetzte
herausfordern|VVINF	-0.0048	herausforder,herausgefordert,herausfordertest,herausforderst,herausforderen,herausforderte,herausfordertet,herausforderten,herausfordere,herausfordert
herrisch|ADJX	-0.0426	herrischstes,herrischem,herrischster,herrischen,herrischere,herrischst,herrischsten,herrischer,herrisches,herrischstem,herrischerem,herrischeren,herrische,herrischste,herrischeres,herrischerer
herunter|ADV	-0.0048
heruntermachen|VVINF	-0.0048	heruntermachten,heruntermachet,heruntermache,heruntermachtet,heruntermachest,heruntermachte,heruntermach,heruntermachst,heruntermacht,heruntermachtest,heruntergemacht
herzlos|ADJX	-0.3157	herzlosere,herzloses,herzloser,herzloseste,herzlosen,herzlose,herzlosem,herzloseres,herzlosestes,herzlosester,herzloserer,herzlosest,herzloserem,herzloseren,herzlosestem,herzlosesten
heucheln|VVINF	-0.0048	geheuchelt,heucheltest,heuchelst,heuchelte,heucheltet,heuchle,heuchelt,heuchele,heuchelen,heuchel,heuchl,heuchelten
heuchlerisch|ADJX	-0.4544	heuchlerischer,heuchlerisches,heuchlerischstem,heuchlerischsten,heuchlerische,heuchlerischem,heuchlerischstes,heuchlerischen,heuchlerischster,heuchlerischere,heuchlerischerer,heuchlerischeres,heuchlerischeren,heuchlerischerem,heuchlerischste,heuchlerischst
hilflos|ADJX	-0.4827	hilfloserer,hilfloseste,hilflose,hilfloserem,hilfloseren,hilflosem,hilflosen,hilflosere,hilflosestes,hilfloses,hilflosester,hilfloser,hilflosesten,hilflosestem,hilfloseres,hilflosest
hinfällig|ADJX	-0.3336	hinfälligste,hinfälligeres,hinfälligere,hinfälligerer,hinfälligsten,hinfälligstem,hinfälligster,hinfällige,hinfälliges,hinfälliger,hinfälligstes,hinfälligerem,hinfälligen,hinfälligeren,hinfälligem,hinfälligst
hinterlistig|ADJX	-0.3187	hinterlistigere,hinterlistigerem,hinterlistigeren,hinterlistigerer,hinterlistigeres,hinterlistigstem,hinterlistigsten,hinterlistigen,hinterlistigem,hinterlistiges,hinterlistigste,hinterlistigster,hinterlistiger,hinterlistigstes,hinterlistigst,hinterlistige
hochtrabend|ADJX	-0.3086	hochtrabendste,hochtrabenderes,hochtrabenderer,hochtrabenderen,hochtrabenderem,hochtrabendem,hochtrabenden,hochtrabendster,hochtrabendstes,hochtrabender,hochtrabendstem,hochtrabendsten,hochtrabendes,hochtrabendst,hochtrabende,hochtrabendere
hoffnungslos|ADJX	-0.3412	hoffnungsloseste,hoffnungslosen,hoffnungslosem,hoffnungslose,hoffnungsloserer,hoffnungslosestem,hoffnungslosesten,hoffnungsloseres,hoffnungslosest,hoffnungsloseren,hoffnungslosester,hoffnungsloserem,hoffnungslosestes,hoffnungslosere,hoffnungsloses,hoffnungsloser
hungern|VVINF	-0.0565	hungertet,hunger,hungerte,gehungert,hungerst,hungerten,hungeren,hungertest,hungert,hungere
hungrig|ADJX	-0.0048	hungrigst,hungrigere,hungrigerer,hungrigeres,hungrigeren,hungriges,hungrigerem,hungrige,hungrigstes,hungrigster,hungrigen,hungrigsten,hungrigem,hungrigste,hungrigstem,hungriger
hysterisch|ADJX	-0.0465	hysterischsten,hysterischster,hysterischstes,hysterischere,hysterischstem,hysterische,hysterisches,hysterischer,hysterischeres,hysterischerer,hysterischste,hysterischen,hysterischem,hysterischeren,hysterischerem,hysterischst
hämisch|ADJX	-0.3198	hämischstes,hämischster,hämischere,hämischsten,hämischstem,hämisches,hämischer,hämischem,hämischst,hämischen,hämischste,hämischeren,hämischerem,hämischerer,hämische,hämischeres
hässlich|ADJX	-0.4387
höhnisch|ADJX	-0.0525	höhnischsten,höhnischste,höhnischstem,höhnische,höhnischer,höhnisches,höhnischeren,höhnischerem,höhnischerer,höhnischst,höhnischeres,höhnischen,höhnischere,höhnischster,höhnischstes,höhnischem
idiotisch|ADJX	-0.0048	idiotischsten,idiotischste,idiotischstem,idiotischer,idiotischen,idiotischst,idiotische,idiotischem,idiotischerem,idiotischere,idiotisches,idiotischeres,idiotischerer,idiotischstes,idiotischster,idiotischeren
illegal|ADJX	-0.3479	illegaler,illegales,illegalsten,illegalstes,illegalster,illegaleres,illegalerer,illegalstem,illegaleren,illegalste,illegalerem,illegale,illegalst,illegalere,illegalen,illegalem
illoyal|ADJX	-0.0048	illoyalem,illoyalen,illoyalstes,illoyaleren,illoyalst,illoyalster,illoyalerem,illoyalsten,illoyalstem,illoyales,illoyale,illoyalere,illoyaler,illoyalerer,illoyaleres,illoyalste
immobil|ADJX	-0.0048	immobilst,immobile,immobilerer,immobileres,immobilere,immobilerem,immobileren,immobilen,immobiler,immobiles,immobilste,immobilstem,immobilsten,immobilster,immobilstes,immobilem
ineffizient|ADJX	-0.4602	ineffizientere,ineffizienterem,ineffizienteren,ineffizienteres,ineffizienterer,ineffizienten,ineffizientestes,ineffizientester,ineffiziente,ineffizienteste,ineffizientem,ineffizientestem,ineffizientesten,ineffizientes,ineffizienter,ineffizientest
infiltrieren|VVINF	-0.0048	infiltrierest,infiltrieret,infiltrier,infiltriertest,infiltrierten,infiltrierte,infiltrierst,infiltriere,infiltriertet,infiltriert
inkompetent|ADJX	-0.5935	inkompetentesten,inkompetentestem,inkompetentestes,inkompetenteste,inkompetentester,inkompetente,inkompetentem,inkompetenten,inkompetentest,inkompetenter,inkompetentes,inkompetentere,inkompetenteren,inkompetenterem,inkompetenterer,inkompetenteres
inkonsequent|ADJX	-0.1844	inkonsequenteres,inkonsequenterer,inkonsequentere,inkonsequentester,inkonsequenterem,inkonsequente,inkonsequentestes,inkonsequenteren,inkonsequentes,inkonsequenter,inkonsequentesten,inkonsequentem,inkonsequenten,inkonsequenteste,inkonsequentestem,inkonsequentest
inkonsistent|ADJX	-0.0048	inkonsistenteres,inkonsistentere,inkonsistenterer,inkonsistentestem,inkonsistenterem,inkonsistenteren,inkonsistentesten,inkonsistentem,inkonsistenteste,inkonsistentestes,inkonsistentester,inkonsistente,inkonsistenter,inkonsistentes,inkonsistentest,inkonsistenten
inkorrekt|ADJX	-0.3167	inkorrektestes,inkorrektester,inkorrektestem,inkorrekteste,inkorrektesten,inkorrekterer,inkorrekterem,inkorrekteren,inkorrekter,inkorrektere,inkorrektes,inkorrektem,inkorrekteres,inkorrekten,inkorrekte,inkorrektest
instabil|ADJX	-0.3352	instabiler,instabilen,instabilerem,instabilste,instabilem,instabiles,instabilstem,instabilsten,instabilst,instabilstes,instabileren,instabilster,instabile,instabilere,instabilerer,instabileres
intervenieren|VVINF	-0.0048
intolerant|ADJX	-0.3215	intolerante,intolerantest,intoleranteste,intolerantester,intolerantes,intoleranteres,intolerantestes,intoleranterer,intolerantesten,intolerantestem,intoleranter,intolerantere,intoleranterem,intoleranten,intolerantem,intoleranteren
irrational|ADJX	-0.3277	irrationalster,irrationalen,irrationalst,irrationalstes,irrationalsten,irrationaler,irrationales,irrationalstem,irrationalere,irrationaleren,irrationalerem,irrationale,irrationalste,irrationaleres,irrationalerer,irrationalem
irre|ADJX	-0.0048	irreerem,irrest,irreere,irreeren,irreeres,irreerer,irrees,irrestes,irree,irrester,irreer,irreste,irrestem,irreem,irresten,irreen
irrsinnig|ADJX	-0.0048	irrsinnigere,irrsinnigst,irrsinnigstes,irrsinnigeres,irrsinnigster,irrsinnigen,irrsinnigem,irrsinniges,irrsinnigstem,irrsinnigsten,irrsinnige,irrsinniger,irrsinnigerer,irrsinnigste,irrsinnigerem,irrsinnigeren
isolieren|VVINF	-0.0388	isolierten,isolierst,isoliertest,isolierte,isolier,isolierest,isoliertet,isolieret,isoliere,isoliert
jammern|VVINF	-0.0504	jammert,jammere,jammertet,jammertest,jammerten,gejammert,jammeren,jammer,jammerte,jammerst
